
Axis Mutual Fund
FMP 1198D February 2013 (1)-Direct Pl-Flexi ,10.61,0.0,0.0
FMP 1198D February 2013 (1)-Direct Pl-Gr ,10.61,0.0,0.0
FMP 1198D February 2013 (1)-Direct Pl-Qly Div ,10.3,0.0,0.0
FMP 1198D February 2013 (1)-Reg Pl-Div ,10.57,0.0,0.0
FMP 1198D February 2013 (1)-Reg Pl-Flexi ,10.57,0.0,0.0
FMP 1198D February 2013 (1)-Reg Pl-Gr ,10.57,0.0,0.0
FMP 1198D February 2013 (1)-Reg Pl-Qly Div ,10.29,0.0,0.0
FMP 1203D January 2012 (1) Div ,11.73,0.0,0.0
FMP 1203D January 2012 (1) Gr ,11.73,0.0,0.0
FMP 1203D January 2012 (1) Qly ,10.39,0.0,0.0
FMP 1846D August 2013 (1)-Direct-Div ,10.44,0.0,0.0
FMP 1846D August 2013 (1)-Direct-Flexi ,10.0,0.0,0.0
FMP 1846D August 2013 (1)-Direct-Gr ,10.44,0.0,0.0
FMP 1846D August 2013 (1)-Direct-Qly Div ,10.34,0.0,0.0
FMP 1846D August 2013 (1)-Reg-Div ,10.43,0.0,0.0
FMP 1846D August 2013 (1)-Reg-Flexi ,10.43,0.0,0.0
FMP 1846D August 2013 (1)-Reg-Gr ,10.43,0.0,0.0
FMP 1846D August 2013 (1)-Reg-Qly Div ,10.33,0.0,0.0
FMP 1875D August 2013 (1)-Direct-Div ,10.34,0.0,0.0
FMP 1875D August 2013 (1)-Direct-Flexi ,10.34,0.0,0.0
FMP 1875D August 2013 (1)-Direct-Gr ,10.34,0.0,0.0
FMP 1875D August 2013 (1)-Direct-Qly Div ,10.34,0.0,0.0
FMP 1875D August 2013 (1)-Reg-Div ,10.33,0.0,0.0
FMP 1875D August 2013 (1)-Reg-Flexi ,10.0,0.0,0.0
FMP 1875D August 2013 (1)-Reg-Gr ,10.33,0.0,0.0
FMP 1875D August 2013 (1)-Reg-Qly Div ,10.33,0.0,0.0
FMP 1919D January 2013 (1) Direct Pl Div ,10.49,0.0,0.0
FMP 1919D January 2013 (1) Direct Pl Flexi ,10.49,0.0,0.0
FMP 1919D January 2013 (1) Direct Pl Gr ,10.49,0.0,0.0
FMP 1919D January 2013 (1) Direct Pl Qly Div ,10.09,0.0,0.0
FMP 1919D January 2013 (1) Div ,10.49,0.0,0.0
FMP 1919D January 2013 (1) Flexi ,10.49,0.0,0.0
FMP 1919D January 2013 (1) Gr ,10.49,0.0,0.0
FMP 1919D January 2013 (1) Qly Div ,10.09,0.0,0.0
FMP 24M April 2012 (1)-Div ,11.6,0.0,0.0
FMP 24M April 2012 (1)-Gr ,11.6,0.0,0.0
FMP 24M April 2012 (1)-Qly Div ,10.28,0.0,0.0
FMP 24M November 2011 (1) Div ,11.99,0.0,0.0
FMP 24M November 2011 (1) Gr ,11.99,0.0,0.0
FMP 24M November 2011 (1) Qly ,10.18,0.0,0.0
FMP 366D April 2013 (1)-Direct-Div ,10.54,0.0,0.0
FMP 366D April 2013 (1)-Direct-Flexi ,10.54,0.0,0.0
FMP 366D April 2013 (1)-Direct-Gr ,10.54,0.0,0.0
FMP 366D April 2013 (1)-Direct-Qly Div ,10.34,0.0,0.0
FMP 366D April 2013 (1)-Reg-Div ,10.54,0.0,0.0
FMP 366D April 2013 (1)-Reg-Flexi ,10.54,0.0,0.0
FMP 366D April 2013 (1)-Reg-Gr ,10.54,0.0,0.0
FMP 366D April 2013 (1)-Reg-Qly Div ,10.34,0.0,0.0
FMP 366D April 2013 (2)-Direct-Div ,10.48,0.0,0.0
FMP 366D April 2013 (2)-Direct-Flexi ,10.48,0.0,0.0
FMP 366D April 2013 (2)-Direct-Gr ,10.48,0.0,0.0
FMP 366D April 2013 (2)-Direct-Qly Div ,10.34,0.0,0.0
FMP 366D April 2013 (2)-Reg-Div ,10.48,0.0,0.0
FMP 366D April 2013 (2)-Reg-Flexi ,10.48,0.0,0.0
FMP 366D April 2013 (2)-Reg-Gr ,10.48,0.0,0.0
FMP 366D April 2013 (2)-Reg-Qly Div ,10.33,0.0,0.0
FMP 366D May 2013 (1)-Direct-Div ,10.41,0.0,0.0
FMP 366D May 2013 (1)-Direct-Flexi ,10.41,0.0,0.0
FMP 366D May 2013 (1)-Direct-Gr ,10.41,0.0,0.0
FMP 366D May 2013 (1)-Direct-Qly Div ,10.22,0.0,0.0
FMP 366D May 2013 (1)-Reg-Div ,10.4,0.0,0.0
FMP 366D May 2013 (1)-Reg-Flexi ,10.4,0.0,0.0
FMP 366D May 2013 (1)-Reg-Gr ,10.4,0.0,0.0
FMP 366D May 2013 (1)-Reg-Qly Div ,10.22,0.0,0.0
FMP 366D May 2013 (2)-Direct-Div ,10.37,0.0,0.0
FMP 366D May 2013 (2)-Direct-Flexi ,10.37,0.0,0.0
FMP 366D May 2013 (2)-Direct-Gr ,10.37,0.0,0.0
FMP 366D May 2013 (2)-Direct-Qly Div ,10.37,0.0,0.0
FMP 366D May 2013 (2)-Reg-Div ,10.37,0.0,0.0
FMP 366D May 2013 (2)-Reg-Flexi ,10.37,0.0,0.0
FMP 366D May 2013 (2)-Reg-Gr ,10.37,0.0,0.0
FMP 366D May 2013 (2)-Reg-Qly Div ,10.37,0.0,0.0
FMP 369D December 2012 (1)-Div ,10.82,0.0,0.0
FMP 369D December 2012 (1)-Flexi ,10.82,0.0,0.0
FMP 369D December 2012 (1)-Gr ,10.82,0.0,0.0
FMP 369D December 2012 (1)-Qly Div ,10.2,0.0,0.0
FMP 369D June 2013 (1)-Direct-Div ,10.3,0.0,0.0
FMP 369D June 2013 (1)-Direct-Gr ,10.3,0.0,0.0
FMP 369D June 2013 (1)-Direct-Qly Div ,10.3,0.0,0.0
FMP 369D June 2013 (1)-Reg-Div ,10.3,0.0,0.0
FMP 369D June 2013 (1)-Reg-Gr ,10.3,0.0,0.0
FMP 36M November 2011 (1) Div ,12.12,0.0,0.0
FMP 36M November 2011 (1) Gr ,12.12,0.0,0.0
FMP 36M November 2011 (1) Qly ,10.32,0.0,0.0
FMP 36M October 2011 (1)-Div ,12.24,0.0,0.0
FMP 36M October 2011 (1)-Gr ,12.24,0.0,0.0
FMP 36M October 2011 (1)-Qly Div ,10.31,0.0,0.0
FMP 370D April 2013 (1)-Direct-Div ,10.53,0.0,0.0
FMP 370D April 2013 (1)-Direct-Flexi ,10.53,0.0,0.0
FMP 370D April 2013 (1)-Direct-Gr ,10.53,0.0,0.0
FMP 370D April 2013 (1)-Direct-Qly Div ,10.35,0.0,0.0
FMP 370D April 2013 (1)-Reg-Div ,10.53,0.0,0.0
FMP 370D April 2013 (1)-Reg-Flexi ,10.53,0.0,0.0
FMP 370D April 2013 (1)-Reg-Gr ,10.53,0.0,0.0
FMP 370D April 2013 (1)-Reg-Qly Div ,10.35,0.0,0.0
FMP 370D April 2013 (2)-Direct-Div ,10.5,0.0,0.0
FMP 370D April 2013 (2)-Direct-Flexi ,10.5,0.0,0.0
FMP 370D April 2013 (2)-Direct-Gr ,10.5,0.0,0.0
FMP 370D April 2013 (2)-Direct-Qly Div ,10.34,0.0,0.0
FMP 370D April 2013 (2)-Reg-Div ,10.49,0.0,0.0
FMP 370D April 2013 (2)-Reg-Flexi ,10.49,0.0,0.0
FMP 370D April 2013 (2)-Reg-Gr ,10.49,0.0,0.0
FMP 370D April 2013 (2)-Reg-Qly Div ,10.33,0.0,0.0
FMP 370D August 2013 (1)-Direct-Div ,10.36,0.0,0.0
FMP 370D August 2013 (1)-Direct-Flexi ,10.0,0.0,0.0
FMP 370D August 2013 (1)-Direct-Gr ,10.36,0.0,0.0
FMP 370D August 2013 (1)-Direct-Qly Div ,10.36,0.0,0.0
FMP 370D August 2013 (1)-Reg-Div ,10.36,0.0,0.0
FMP 370D August 2013 (1)-Reg-Flexi ,10.36,0.0,0.0
FMP 370D August 2013 (1)-Reg-Gr ,10.36,0.0,0.0
FMP 370D August 2013 (1)-Reg-Qly Div ,10.36,0.0,0.0
FMP 370D August 2013 (2)-Direct-Div ,10.39,0.0,0.0
FMP 370D August 2013 (2)-Direct-Flexi ,10.39,0.0,0.0
FMP 370D August 2013 (2)-Direct-Gr ,10.39,0.0,0.0
FMP 370D August 2013 (2)-Direct-Qly Div ,10.26,0.0,0.0
FMP 370D August 2013 (2)-Reg-Div ,10.39,0.0,0.0
FMP 370D August 2013 (2)-Reg-Flexi ,10.39,0.0,0.0
FMP 370D August 2013 (2)-Reg-Gr ,10.39,0.0,0.0
FMP 370D August 2013 (2)-Reg-Qly Div ,10.26,0.0,0.0
FMP 370D August 2013 (3)-Direct-Div ,10.37,0.0,0.0
FMP 370D August 2013 (3)-Direct-Flexi ,10.0,0.0,0.0
FMP 370D August 2013 (3)-Direct-Gr ,10.37,0.0,0.0
FMP 370D August 2013 (3)-Direct-Qly Div ,10.37,0.0,0.0
FMP 370D August 2013 (3)-Reg-Div ,10.37,0.0,0.0
FMP 370D August 2013 (3)-Reg-Flexi ,10.37,0.0,0.0
FMP 370D August 2013 (3)-Reg-Gr ,10.37,0.0,0.0
FMP 370D August 2013 (3)-Reg-Qly Div ,10.37,0.0,0.0
FMP 370D August 2013 (4)-Direct-Div ,10.38,0.0,0.0
FMP 370D August 2013 (4)-Direct-Flexi ,10.38,0.0,0.0
FMP 370D August 2013 (4)-Direct-Gr ,10.38,0.0,0.0
FMP 370D August 2013 (4)-Direct-Qly Div ,10.38,0.0,0.0
FMP 370D August 2013 (4)-Reg-Div ,10.38,0.0,0.0
FMP 370D August 2013 (4)-Reg-Flexi ,10.38,0.0,0.0
FMP 370D August 2013 (4)-Reg-Gr ,10.38,0.0,0.0
FMP 370D August 2013 (4)-Reg-Qly Div ,10.38,0.0,0.0
FMP 370D December 2012 (1)-Div ,10.85,0.0,0.0
FMP 370D December 2012 (1)-Flexi ,10.85,0.0,0.0
FMP 370D December 2012 (1)-Gr ,10.85,0.0,0.0
FMP 370D December 2012 (1)-Qly Div ,10.2,0.0,0.0
FMP 370D December 2012 (2)-Div ,10.83,0.0,0.0
FMP 370D December 2012 (2)-Flexi ,10.83,0.0,0.0
FMP 370D December 2012 (2)-Gr ,10.83,0.0,0.0
FMP 370D December 2012 (2)-Qly Div ,10.19,0.0,0.0
FMP 370D July 2013 (1)-Direct-Div ,10.26,0.0,0.0
FMP 370D July 2013 (1)-Direct-Flexi ,10.26,0.0,0.0
FMP 370D July 2013 (1)-Direct-Gr ,10.26,0.0,0.0
FMP 370D July 2013 (1)-Direct-Qly Div ,10.26,0.0,0.0
FMP 370D July 2013 (1)-Reg-Div ,10.26,0.0,0.0
FMP 370D July 2013 (1)-Reg-Flexi ,10.26,0.0,0.0
FMP 370D July 2013 (1)-Reg-Gr ,10.26,0.0,0.0
FMP 370D July 2013 (1)-Reg-Qly Div ,10.26,0.0,0.0
FMP 370D July 2013 (2)-Direct-Div ,10.38,0.0,0.0
FMP 370D July 2013 (2)-Direct-Flexi ,10.38,0.0,0.0
FMP 370D July 2013 (2)-Direct-Gr ,10.38,0.0,0.0
FMP 370D July 2013 (2)-Direct-Qly Div ,10.22,0.0,0.0
FMP 370D July 2013 (2)-Reg-Div ,10.38,0.0,0.0
FMP 370D July 2013 (2)-Reg-Flexi ,10.38,0.0,0.0
FMP 370D July 2013 (2)-Reg-Gr ,10.38,0.0,0.0
FMP 370D July 2013 (2)-Reg-Qly Div ,10.22,0.0,0.0
FMP 370D July 2013 (3)-Direct-Div ,10.37,0.0,0.0
FMP 370D July 2013 (3)-Direct-Flexi ,10.37,0.0,0.0
FMP 370D July 2013 (3)-Direct-Gr ,10.37,0.0,0.0
FMP 370D July 2013 (3)-Direct-Qly Div ,10.37,0.0,0.0
FMP 370D July 2013 (3)-Reg-Div ,10.37,0.0,0.0
FMP 370D July 2013 (3)-Reg-Flexi ,10.37,0.0,0.0
FMP 370D July 2013 (3)-Reg-Gr ,10.37,0.0,0.0
FMP 370D July 2013 (3)-Reg-Qly Div ,10.37,0.0,0.0
FMP 370D May 2013 (1)-Direct-Div ,10.43,0.0,0.0
FMP 370D May 2013 (1)-Direct-Flexi ,10.43,0.0,0.0
FMP 370D May 2013 (1)-Direct-Gr ,10.43,0.0,0.0
FMP 370D May 2013 (1)-Direct-Qly Div ,10.21,0.0,0.0
FMP 370D May 2013 (1)-Reg-Div ,10.42,0.0,0.0
FMP 370D May 2013 (1)-Reg-Flexi ,10.42,0.0,0.0
FMP 370D May 2013 (1)-Reg-Gr ,10.42,0.0,0.0
FMP 370D May 2013 (1)-Reg-Qly Div ,10.21,0.0,0.0
FMP 370D November 2013 (1)-Direct-Div ,10.03,0.0,0.0
FMP 370D November 2013 (1)-Direct-Flexi ,10.03,0.0,0.0
FMP 370D November 2013 (1)-Direct-Gr ,10.03,0.0,0.0
FMP 370D November 2013 (1)-Direct-Qly Div ,10.03,0.0,0.0
FMP 370D November 2013 (1)-Reg-Div ,10.03,0.0,0.0
FMP 370D November 2013 (1)-Reg-Flexi ,10.0,0.0,0.0
FMP 370D November 2013 (1)-Reg-Gr ,10.03,0.0,0.0
FMP 370D November 2013 (1)-Reg-Qly Div ,10.03,0.0,0.0
FMP 370D October 2013 (1)-Direct-Div ,10.17,0.0,0.0
FMP 370D October 2013 (1)-Direct-Flexi ,10.0,0.0,0.0
FMP 370D October 2013 (1)-Direct-Gr ,10.17,0.0,0.0
FMP 370D October 2013 (1)-Direct-Qly Div ,10.17,0.0,0.0
FMP 370D October 2013 (1)-Reg-Div ,10.17,0.0,0.0
FMP 370D October 2013 (1)-Reg-Flexi ,10.17,0.0,0.0
FMP 370D October 2013 (1)-Reg-Gr ,10.17,0.0,0.0
FMP 370D October 2013 (1)-Reg-Qly Div ,10.17,0.0,0.0
FMP 370D October 2013 (2)-Direct-Div ,10.12,0.0,0.0
FMP 370D October 2013 (2)-Direct-Flexi ,10.12,0.0,0.0
FMP 370D October 2013 (2)-Direct-Gr ,10.12,0.0,0.0
FMP 370D October 2013 (2)-Direct-Qly Div ,10.12,0.0,0.0
FMP 370D October 2013 (2)-Reg-Div ,10.11,0.0,0.0
FMP 370D October 2013 (2)-Reg-Flexi ,10.11,0.0,0.0
FMP 370D October 2013 (2)-Reg-Gr ,10.11,0.0,0.0
FMP 370D October 2013 (2)-Reg-Qly Div ,10.0,0.0,0.0
FMP 370D October 2013 (3)-Direct-Div ,10.1,0.0,0.0
FMP 370D October 2013 (3)-Direct-Flexi ,10.0,0.0,0.0
FMP 370D October 2013 (3)-Direct-Gr ,10.1,0.0,0.0
FMP 370D October 2013 (3)-Direct-Qly Div ,10.1,0.0,0.0
FMP 370D October 2013 (3)-Reg-Div ,10.1,0.0,0.0
FMP 370D October 2013 (3)-Reg-Flexi ,10.1,0.0,0.0
FMP 370D October 2013 (3)-Reg-Gr ,10.1,0.0,0.0
FMP 370D October 2013 (3)-Reg-Qly Div ,10.1,0.0,0.0
FMP 370D October 2013 (4)-Direct-Div ,10.09,0.0,0.0
FMP 370D October 2013 (4)-Direct-Flexi ,10.09,0.0,0.0
FMP 370D October 2013 (4)-Direct-Gr ,10.09,0.0,0.0
FMP 370D October 2013 (4)-Direct-Qly Div ,10.09,0.0,0.0
FMP 370D October 2013 (4)-Reg-Div ,10.09,0.0,0.0
FMP 370D October 2013 (4)-Reg-Flexi ,10.09,0.0,0.0
FMP 370D October 2013 (4)-Reg-Gr ,10.09,0.0,0.0
FMP 370D October 2013 (4)-Reg-Qly Div ,10.09,0.0,0.0
FMP 370D October 2013 (5)-Direct-Div ,10.07,0.0,0.0
FMP 370D October 2013 (5)-Direct-Flexi ,10.0,0.0,0.0
FMP 370D October 2013 (5)-Direct-Gr ,10.07,0.0,0.0
FMP 370D October 2013 (5)-Direct-Qly Div ,10.0,0.0,0.0
FMP 370D October 2013 (5)-Reg-Div ,10.07,0.0,0.0
FMP 370D October 2013 (5)-Reg-Flexi ,10.0,0.0,0.0
FMP 370D October 2013 (5)-Reg-Gr ,10.07,0.0,0.0
FMP 370D October 2013 (5)-Reg-Qly Div ,10.07,0.0,0.0
FMP 370D September 2013 (1)-Direct-Div ,10.34,0.0,0.0
FMP 370D September 2013 (1)-Direct-Flexi ,10.34,0.0,0.0
FMP 370D September 2013 (1)-Direct-Gr ,10.34,0.0,0.0
FMP 370D September 2013 (1)-Direct-Qly Div ,10.34,0.0,0.0
FMP 370D September 2013 (1)-Reg-Div ,10.34,0.0,0.0
FMP 370D September 2013 (1)-Reg-Flexi ,10.0,0.0,0.0
FMP 370D September 2013 (1)-Reg-Gr ,10.34,0.0,0.0
FMP 370D September 2013 (1)-Reg-Qly Div ,10.34,0.0,0.0
FMP 370D September 2013 (2)-Direct-Div ,10.3,0.0,0.0
FMP 370D September 2013 (2)-Direct-Flexi ,10.3,0.0,0.0
FMP 370D September 2013 (2)-Direct-Gr ,10.3,0.0,0.0
FMP 370D September 2013 (2)-Direct-Qly Div ,10.0,0.0,0.0
FMP 370D September 2013 (2)-Reg-Div ,10.3,0.0,0.0
FMP 370D September 2013 (2)-Reg-Flexi ,10.0,0.0,0.0
FMP 370D September 2013 (2)-Reg-Gr ,10.3,0.0,0.0
FMP 370D September 2013 (2)-Reg-Qly Div ,10.3,0.0,0.0
FMP 370D September 2013 (3)-Direct-Div ,10.29,0.0,0.0
FMP 370D September 2013 (3)-Direct-Flexi ,10.29,0.0,0.0
FMP 370D September 2013 (3)-Direct-Gr ,10.29,0.0,0.0
FMP 370D September 2013 (3)-Direct-Qly Div ,10.29,0.0,0.0
FMP 370D September 2013 (3)-Reg-Div ,10.28,0.0,0.0
FMP 370D September 2013 (3)-Reg-Flexi ,10.0,0.0,0.0
FMP 370D September 2013 (3)-Reg-Gr ,10.28,0.0,0.0
FMP 370D September 2013 (3)-Reg-Qly Div ,10.28,0.0,0.0
FMP 370D September 2013 (4)-Direct-Div ,10.0,0.0,0.0
FMP 370D September 2013 (4)-Direct-Flexi ,10.27,0.0,0.0
FMP 370D September 2013 (4)-Direct-Gr ,10.27,0.0,0.0
FMP 370D September 2013 (4)-Direct-Qly Div ,10.27,0.0,0.0
FMP 370D September 2013 (4)-Reg-Div ,10.27,0.0,0.0
FMP 370D September 2013 (4)-Reg-Flexi ,10.0,0.0,0.0
FMP 370D September 2013 (4)-Reg-Gr ,10.27,0.0,0.0
FMP 370D September 2013 (4)-Reg-Qly Div ,10.27,0.0,0.0
FMP 370D September 2013 (5)-Direct-Div ,10.21,0.0,0.0
FMP 370D September 2013 (5)-Direct-Flexi ,10.0,0.0,0.0
FMP 370D September 2013 (5)-Direct-Gr ,10.21,0.0,0.0
FMP 370D September 2013 (5)-Direct-Qly Div ,10.0,0.0,0.0
FMP 370D September 2013 (5)-Reg-Div ,10.2,0.0,0.0
FMP 370D September 2013 (5)-Reg-Flexi ,10.0,0.0,0.0
FMP 370D September 2013 (5)-Reg-Gr ,10.2,0.0,0.0
FMP 370D September 2013 (5)-Reg-Qly Div ,10.0,0.0,0.0
FMP 371D August 2013 (1)-Direct-Div ,10.37,0.0,0.0
FMP 371D August 2013 (1)-Direct-Flexi ,10.37,0.0,0.0
FMP 371D August 2013 (1)-Direct-Gr ,10.37,0.0,0.0
FMP 371D August 2013 (1)-Direct-Qly Div ,10.37,0.0,0.0
FMP 371D August 2013 (1)-Reg-Div ,10.36,0.0,0.0
FMP 371D August 2013 (1)-Reg-Flexi ,10.36,0.0,0.0
FMP 371D August 2013 (1)-Reg-Gr ,10.36,0.0,0.0
FMP 371D August 2013 (1)-Reg-Qly Div ,10.0,0.0,0.0
FMP 371D December 2012 (1)-Div ,10.76,0.0,0.0
FMP 371D December 2012 (1)-Flexi ,10.76,0.0,0.0
FMP 371D December 2012 (1)-Gr ,10.76,0.0,0.0
FMP 371D December 2012 (1)-Qly Div ,10.2,0.0,0.0
FMP 371D December 2013 (1)-Direct-Div ,10.01,0.0,0.0
FMP 371D December 2013 (1)-Direct-Flexi ,10.01,0.0,0.0
FMP 371D December 2013 (1)-Direct-Gr ,10.01,0.0,0.0
FMP 371D December 2013 (1)-Direct-Qly Div ,10.01,0.0,0.0
FMP 371D December 2013 (1)-Reg-Div ,10.01,0.0,0.0
FMP 371D December 2013 (1)-Reg-Flexi ,10.0,0.0,0.0
FMP 371D December 2013 (1)-Reg-Gr ,10.01,0.0,0.0
FMP 371D December 2013 (1)-Reg-Qly Div ,10.01,0.0,0.0
FMP 371D February 2013 (1)-Direct-Div ,10.73,0.0,0.0
FMP 371D February 2013 (1)-Direct-Flexi ,10.73,0.0,0.0
FMP 371D February 2013 (1)-Direct-Gr ,10.73,0.0,0.0
FMP 371D February 2013 (1)-Direct-Qly Div ,10.21,0.0,0.0
FMP 371D February 2013 (1)-Reg-Div ,10.73,0.0,0.0
FMP 371D February 2013 (1)-Reg-Flexi ,10.73,0.0,0.0
FMP 371D February 2013 (1)-Reg-Gr ,10.73,0.0,0.0
FMP 371D February 2013 (1)-Reg-Qly Div ,10.21,0.0,0.0
FMP 371D July 2013 (1)-Direct-Div ,10.4,0.0,0.0
FMP 371D July 2013 (1)-Direct-Flexi ,10.4,0.0,0.0
FMP 371D July 2013 (1)-Direct-Gr ,10.4,0.0,0.0
FMP 371D July 2013 (1)-Direct-Qly Div ,10.22,0.0,0.0
FMP 371D July 2013 (1)-Reg-Div ,10.4,0.0,0.0
FMP 371D July 2013 (1)-Reg-Flexi ,10.4,0.0,0.0
FMP 371D July 2013 (1)-Reg-Gr ,10.4,0.0,0.0
FMP 371D July 2013 (1)-Reg-Qly Div ,10.22,0.0,0.0
FMP 371D November 2012 (2)-Div ,10.86,0.0,0.0
FMP 371D November 2012 (2)-Flexi ,10.86,0.0,0.0
FMP 371D November 2012 (2)-Gr ,10.86,0.0,0.0
FMP 371D November 2012 (2)-Qly Div ,10.19,0.0,0.0
FMP 371D November 2013 (1)-Direct-Div ,10.06,0.0,0.0
FMP 371D November 2013 (1)-Direct-Flexi ,10.06,0.0,0.0
FMP 371D November 2013 (1)-Direct-Gr ,10.06,0.0,0.0
FMP 371D November 2013 (1)-Direct-Qly Div ,10.06,0.0,0.0
FMP 371D November 2013 (1)-Reg-Div ,10.06,0.0,0.0
FMP 371D November 2013 (1)-Reg-Flexi ,10.0,0.0,0.0
FMP 371D November 2013 (1)-Reg-Gr ,10.06,0.0,0.0
FMP 371D November 2013 (1)-Reg-Qly Div ,10.06,0.0,0.0
FMP 371D November 2013 (2)-Direct-Div ,10.05,0.0,0.0
FMP 371D November 2013 (2)-Direct-Flexi ,10.0,0.0,0.0
FMP 371D November 2013 (2)-Direct-Gr ,10.05,0.0,0.0
FMP 371D November 2013 (2)-Direct-Qly Div ,10.05,0.0,0.0
FMP 371D November 2013 (2)-Reg-Div ,10.05,0.0,0.0
FMP 371D November 2013 (2)-Reg-Flexi ,10.05,0.0,0.0
FMP 371D November 2013 (2)-Reg-Gr ,10.05,0.0,0.0
FMP 371D November 2013 (2)-Reg-Qly Div ,10.05,0.0,0.0
FMP 371D September 2013 (1)-Direct-Div ,10.22,0.0,0.0
FMP 371D September 2013 (1)-Direct-Flexi ,10.0,0.0,0.0
FMP 371D September 2013 (1)-Direct-Gr ,10.22,0.0,0.0
FMP 371D September 2013 (1)-Direct-Qly Div ,10.22,0.0,0.0
FMP 371D September 2013 (1)-Reg-Div ,10.22,0.0,0.0
FMP 371D September 2013 (1)-Reg-Flexi ,10.22,0.0,0.0
FMP 371D September 2013 (1)-Reg-Gr ,10.22,0.0,0.0
FMP 371D September 2013 (1)-Reg-Qly Div ,10.22,0.0,0.0
FMP 372D February 2013 (1)-Direct-Div ,10.72,0.0,0.0
FMP 372D February 2013 (1)-Direct-Flexi ,10.72,0.0,0.0
FMP 372D February 2013 (1)-Direct-Gr ,10.72,0.0,0.0
FMP 372D February 2013 (1)-Direct-Qly Div ,10.22,0.0,0.0
FMP 372D February 2013 (1)-Reg-Div ,10.71,0.0,0.0
FMP 372D February 2013 (1)-Reg-Flexi ,10.71,0.0,0.0
FMP 372D February 2013 (1)-Reg-Gr ,10.71,0.0,0.0
FMP 372D February 2013 (1)-Reg-Qly Div ,10.22,0.0,0.0
FMP 372D January 2013 (2)-Direct Pl-Div ,10.74,0.0,0.0
FMP 372D January 2013 (2)-Direct Pl-Flexi ,10.74,0.0,0.0
FMP 372D January 2013 (2)-Direct Pl-Gr ,10.74,0.0,0.0
FMP 372D January 2013 (2)-Direct Pl-Qly Div ,10.21,0.0,0.0
FMP 372D January 2013 (2)-Div ,10.73,0.0,0.0
FMP 372D January 2013 (2)-Flexi ,10.73,0.0,0.0
FMP 372D January 2013 (2)-Gr ,10.73,0.0,0.0
FMP 372D January 2013 (2)-Qly Div ,10.2,0.0,0.0
FMP 372D January 2013 (3)-Direct Pl-Div ,10.74,0.0,0.0
FMP 372D January 2013 (3)-Direct Pl-Flexi ,10.74,0.0,0.0
FMP 372D January 2013 (3)-Direct Pl-Gr ,10.74,0.0,0.0
FMP 372D January 2013 (3)-Direct Pl-Qly Div ,10.21,0.0,0.0
FMP 372D January 2013 (3)-Div ,10.73,0.0,0.0
FMP 372D January 2013 (3)-Flexi ,10.73,0.0,0.0
FMP 372D January 2013 (3)-Gr ,10.73,0.0,0.0
FMP 372D January 2013 (3)-Qly Div ,10.21,0.0,0.0
FMP 372D May 2013 (1)-Direct-Div ,10.36,0.0,0.0
FMP 372D May 2013 (1)-Direct-Flexi ,10.36,0.0,0.0
FMP 372D May 2013 (1)-Direct-Gr ,10.36,0.0,0.0
FMP 372D May 2013 (1)-Direct-Qly Div ,10.36,0.0,0.0
FMP 372D May 2013 (1)-Reg-Div ,10.36,0.0,0.0
FMP 372D May 2013 (1)-Reg-Flexi ,10.36,0.0,0.0
FMP 372D May 2013 (1)-Reg-Gr ,10.36,0.0,0.0
FMP 372D May 2013 (1)-Reg-Qly Div ,10.36,0.0,0.0
FMP 372D October 2013 (1)-Direct-Div ,10.13,0.0,0.0
FMP 372D October 2013 (1)-Direct-Flexi ,10.0,0.0,0.0
FMP 372D October 2013 (1)-Direct-Gr ,10.13,0.0,0.0
FMP 372D October 2013 (1)-Direct-Qly Div ,10.13,0.0,0.0
FMP 372D October 2013 (1)-Reg-Div ,10.13,0.0,0.0
FMP 372D October 2013 (1)-Reg-Flexi ,10.13,0.0,0.0
FMP 372D October 2013 (1)-Reg-Gr ,10.13,0.0,0.0
FMP 372D October 2013 (1)-Reg-Qly Div ,10.13,0.0,0.0
FMP 384D March 2013 (1)-Direct-Div ,10.59,0.0,0.0
FMP 384D March 2013 (1)-Direct-Flexi ,10.59,0.0,0.0
FMP 384D March 2013 (1)-Direct-Gr ,10.59,0.0,0.0
FMP 384D March 2013 (1)-Direct-Qly Div ,10.35,0.0,0.0
FMP 384D March 2013 (1)-Reg-Div ,10.59,0.0,0.0
FMP 384D March 2013 (1)-Reg-Flexi ,10.59,0.0,0.0
FMP 384D March 2013 (1)-Reg-Gr ,10.59,0.0,0.0
FMP 384D March 2013 (1)-Reg-Qly Div ,10.35,0.0,0.0
FMP 398D March 2013 (1)-Direct-Div ,10.67,0.0,0.0
FMP 398D March 2013 (1)-Direct-Flexi ,10.67,0.0,0.0
FMP 398D March 2013 (1)-Direct-Gr ,10.67,0.0,0.0
FMP 398D March 2013 (1)-Direct-Qly Div ,10.21,0.0,0.0
FMP 398D March 2013 (1)-Reg-Div ,10.66,0.0,0.0
FMP 398D March 2013 (1)-Reg-Flexi ,10.66,0.0,0.0
FMP 398D March 2013 (1)-Reg-Gr ,10.66,0.0,0.0
FMP 400D March 2013 (1)-Direct-Gr ,10.67,0.0,0.0
FMP 400D March 2013 (1)-Direct-Qly Div ,10.22,0.0,0.0
FMP 400D March 2013 (1)-Reg-Div ,10.66,0.0,0.0
FMP 400D March 2013 (1)-Reg-Flexi ,10.66,0.0,0.0
